# xData, xFit, Data0, yFit0
 nan,  4.44770283e+00,  nan,  5.24947420e-02
 nan,  4.45747801e+00,  nan,  5.57435235e-02
 nan,  4.46725318e+00,  nan,  5.91709548e-02
 nan,  4.47702835e+00,  nan,  6.27853453e-02
 nan,  4.48680352e+00,  nan,  6.65952950e-02
 nan,  4.49657869e+00,  nan,  7.06096984e-02
 nan,  4.50635386e+00,  nan,  7.48377490e-02
 nan,  4.51612903e+00,  nan,  7.92889424e-02
 nan,  4.52590420e+00,  nan,  8.39730801e-02
 nan,  4.53567937e+00,  nan,  8.89002724e-02
 nan,  4.54545455e+00,  nan,  9.40809404e-02
 nan,  4.55522972e+00,  nan,  9.95258184e-02
 nan,  4.56500489e+00,  nan,  1.05245955e-01
 nan,  4.57478006e+00,  nan,  1.11252716e-01
 nan,  4.58455523e+00,  nan,  1.17557781e-01
 nan,  4.59433040e+00,  nan,  1.24173146e-01
 nan,  4.60410557e+00,  nan,  1.31111124e-01
 nan,  4.61388074e+00,  nan,  1.38384340e-01
 nan,  4.62365591e+00,  nan,  1.46005731e-01
 nan,  4.63343109e+00,  nan,  1.53988542e-01
 nan,  4.64320626e+00,  nan,  1.62346325e-01
 nan,  4.65298143e+00,  nan,  1.71092931e-01
 nan,  4.66275660e+00,  nan,  1.80242507e-01
 nan,  4.67253177e+00,  nan,  1.89809491e-01
 nan,  4.68230694e+00,  nan,  1.99808600e-01
 nan,  4.69208211e+00,  nan,  2.10254830e-01
 nan,  4.70185728e+00,  nan,  2.21163439e-01
 nan,  4.71163245e+00,  nan,  2.32549943e-01
 nan,  4.72140762e+00,  nan,  2.44430102e-01
 nan,  4.73118280e+00,  nan,  2.56819911e-01
 nan,  4.74095797e+00,  nan,  2.69735584e-01
 nan,  4.75073314e+00,  nan,  2.83193541e-01
 nan,  4.76050831e+00,  nan,  2.97210395e-01
 nan,  4.77028348e+00,  nan,  3.11802933e-01
 nan,  4.78005865e+00,  nan,  3.26988099e-01
 nan,  4.78983382e+00,  nan,  3.42782977e-01
 nan,  4.79960899e+00,  nan,  3.59204770e-01
 nan,  4.80938416e+00,  nan,  3.76270781e-01
 nan,  4.81915934e+00,  nan,  3.93998387e-01
 nan,  4.82893451e+00,  nan,  4.12405020e-01
 nan,  4.83870968e+00,  nan,  4.31508139e-01
 nan,  4.84848485e+00,  nan,  4.51325207e-01
 nan,  4.85826002e+00,  nan,  4.71873662e-01
 nan,  4.86803519e+00,  nan,  4.93170891e-01
 nan,  4.87781036e+00,  nan,  5.15234199e-01
 nan,  4.88758553e+00,  nan,  5.38080779e-01
 nan,  4.89736070e+00,  nan,  5.61727681e-01
 nan,  4.90713587e+00,  nan,  5.86191777e-01
 nan,  4.91691105e+00,  nan,  6.11489731e-01
 nan,  4.92668622e+00,  nan,  6.37637960e-01
 nan,  4.93646139e+00,  nan,  6.64652601e-01
 nan,  4.94623656e+00,  nan,  6.92549474e-01
 nan,  4.95601173e+00,  nan,  7.21344041e-01
 nan,  4.96578690e+00,  nan,  7.51051370e-01
 nan,  4.97556207e+00,  nan,  7.81686095e-01
 nan,  4.98533724e+00,  nan,  8.13262375e-01
 nan,  4.99511241e+00,  nan,  8.45793852e-01
 nan,  5.00488759e+00,  nan,  8.79293610e-01
 nan,  5.01466276e+00,  nan,  9.13774133e-01
 nan,  5.02443793e+00,  nan,  9.49247260e-01
 nan,  5.03421310e+00,  nan,  9.85724145e-01
 nan,  5.04398827e+00,  nan,  1.02321521e+00
 nan,  5.05376344e+00,  nan,  1.06173010e+00
 nan,  5.06353861e+00,  nan,  1.10127763e+00
 nan,  5.07331378e+00,  nan,  1.14186579e+00
 nan,  5.08308895e+00,  nan,  1.18350160e+00
 nan,  5.09286413e+00,  nan,  1.22619119e+00
 nan,  5.10263930e+00,  nan,  1.26993964e+00
 nan,  5.11241447e+00,  nan,  1.31475103e+00
 nan,  5.12218964e+00,  nan,  1.36062833e+00
 nan,  5.13196481e+00,  nan,  1.40757339e+00
 nan,  5.14173998e+00,  nan,  1.45558690e+00
 nan,  5.15151515e+00,  nan,  1.50466831e+00
 nan,  5.16129032e+00,  nan,  1.55481587e+00
 nan,  5.17106549e+00,  nan,  1.60602648e+00
 nan,  5.18084066e+00,  nan,  1.65829575e+00
 nan,  5.19061584e+00,  nan,  1.71161792e+00
 nan,  5.20039101e+00,  nan,  1.76598582e+00
 nan,  5.21016618e+00,  nan,  1.82139084e+00
 nan,  5.21994135e+00,  nan,  1.87782292e+00
 nan,  5.22971652e+00,  nan,  1.93527048e+00
 nan,  5.23949169e+00,  nan,  1.99372042e+00
 nan,  5.24926686e+00,  nan,  2.05315810e+00
 nan,  5.25904203e+00,  nan,  2.11356728e+00
 nan,  5.26881720e+00,  nan,  2.17493014e+00
 nan,  5.27859238e+00,  nan,  2.23722722e+00
 nan,  5.28836755e+00,  nan,  2.30043745e+00
 nan,  5.29814272e+00,  nan,  2.36453808e+00
 nan,  5.30791789e+00,  nan,  2.42950472e+00
 nan,  5.31769306e+00,  nan,  2.49531128e+00
 nan,  5.32746823e+00,  nan,  2.56193002e+00
 nan,  5.33724340e+00,  nan,  2.62933150e+00
 nan,  5.34701857e+00,  nan,  2.69748462e+00
 nan,  5.35679374e+00,  nan,  2.76635657e+00
 nan,  5.36656891e+00,  nan,  2.83591291e+00
 nan,  5.37634409e+00,  nan,  2.90611751e+00
 nan,  5.38611926e+00,  nan,  2.97693260e+00
 nan,  5.39589443e+00,  nan,  3.04831878e+00
 nan,  5.40566960e+00,  nan,  3.12023506e+00
 nan,  5.41544477e+00,  nan,  3.19263883e+00
 nan,  5.42521994e+00,  nan,  3.26548596e+00
 nan,  5.43499511e+00,  nan,  3.33873078e+00
 nan,  5.44477028e+00,  nan,  3.41232611e+00
 nan,  5.45454545e+00,  nan,  3.48622335e+00
 nan,  5.46432063e+00,  nan,  3.56037249e+00
 nan,  5.47409580e+00,  nan,  3.63472212e+00
 nan,  5.48387097e+00,  nan,  3.70921956e+00
 nan,  5.49364614e+00,  nan,  3.78381086e+00
 nan,  5.50342131e+00,  nan,  3.85844084e+00
 nan,  5.51319648e+00,  nan,  3.93305322e+00
 nan,  5.52297165e+00,  nan,  4.00759060e+00
 nan,  5.53274682e+00,  nan,  4.08199459e+00
 nan,  5.54252199e+00,  nan,  4.15620586e+00
 nan,  5.55229717e+00,  nan,  4.23016421e+00
 nan,  5.56207234e+00,  nan,  4.30380862e+00
 nan,  5.57184751e+00,  nan,  4.37707740e+00
 nan,  5.58162268e+00,  nan,  4.44990819e+00
 nan,  5.59139785e+00,  nan,  4.52223810e+00
 nan,  5.60117302e+00,  nan,  4.59400378e+00
 nan,  5.61094819e+00,  nan,  4.66514151e+00
 nan,  5.62072336e+00,  nan,  4.73558728e+00
 nan,  5.63049853e+00,  nan,  4.80527689e+00
 nan,  5.64027370e+00,  nan,  4.87414607e+00
 nan,  5.65004888e+00,  nan,  4.94213054e+00
 nan,  5.65982405e+00,  nan,  5.00916612e+00
 nan,  5.66959922e+00,  nan,  5.07518884e+00
 nan,  5.67937439e+00,  nan,  5.14013503e+00
 nan,  5.68914956e+00,  nan,  5.20394141e+00
 nan,  5.69892473e+00,  nan,  5.26654524e+00
 nan,  5.70869990e+00,  nan,  5.32788435e+00
 nan,  5.71847507e+00,  nan,  5.38789731e+00
 nan,  5.72825024e+00,  nan,  5.44652347e+00
 nan,  5.73802542e+00,  nan,  5.50370311e+00
 nan,  5.74780059e+00,  nan,  5.55937753e+00
 nan,  5.75757576e+00,  nan,  5.61348914e+00
 nan,  5.76735093e+00,  nan,  5.66598154e+00
 nan,  5.77712610e+00,  nan,  5.71679966e+00
 nan,  5.78690127e+00,  nan,  5.76588984e+00
 nan,  5.79667644e+00,  nan,  5.81319991e+00
 nan,  5.80645161e+00,  nan,  5.85867930e+00
 nan,  5.81622678e+00,  nan,  5.90227910e+00
 nan,  5.82600196e+00,  nan,  5.94395221e+00
 nan,  5.83577713e+00,  nan,  5.98365334e+00
 nan,  5.84555230e+00,  nan,  6.02133917e+00
 nan,  5.85532747e+00,  nan,  6.05696838e+00
 nan,  5.86510264e+00,  nan,  6.09050174e+00
 nan,  5.87487781e+00,  nan,  6.12190219e+00
 nan,  5.88465298e+00,  nan,  6.15113490e+00
 nan,  5.89442815e+00,  nan,  6.17816732e+00
 nan,  5.90420332e+00,  nan,  6.20296927e+00
 nan,  5.91397849e+00,  nan,  6.22551299e+00
 nan,  5.92375367e+00,  nan,  6.24577316e+00
 nan,  5.93352884e+00,  nan,  6.26372699e+00
 nan,  5.94330401e+00,  nan,  6.27935423e+00
 nan,  5.95307918e+00,  nan,  6.29263723e+00
 nan,  5.96285435e+00,  nan,  6.30356096e+00
 nan,  5.97262952e+00,  nan,  6.31211306e+00
 nan,  5.98240469e+00,  nan,  6.31828382e+00
 nan,  5.99217986e+00,  nan,  6.32206624e+00
 nan,  6.00195503e+00,  nan,  6.32345602e+00
 nan,  6.01173021e+00,  nan,  6.32245160e+00
 nan,  6.02150538e+00,  nan,  6.31905410e+00
 nan,  6.03128055e+00,  nan,  6.31326739e+00
 nan,  6.04105572e+00,  nan,  6.30509803e+00
 nan,  6.05083089e+00,  nan,  6.29455528e+00
 nan,  6.06060606e+00,  nan,  6.28165110e+00
 nan,  6.07038123e+00,  nan,  6.26640009e+00
 nan,  6.08015640e+00,  nan,  6.24881947e+00
 nan,  6.08993157e+00,  nan,  6.22892908e+00
 nan,  6.09970674e+00,  nan,  6.20675130e+00
 nan,  6.10948192e+00,  nan,  6.18231104e+00
 nan,  6.11925709e+00,  nan,  6.15563568e+00
 nan,  6.12903226e+00,  nan,  6.12675502e+00
 nan,  6.13880743e+00,  nan,  6.09570121e+00
 nan,  6.14858260e+00,  nan,  6.06250874e+00
 nan,  6.15835777e+00,  nan,  6.02721430e+00
 nan,  6.16813294e+00,  nan,  5.98985679e+00
 nan,  6.17790811e+00,  nan,  5.95047718e+00
 nan,  6.18768328e+00,  nan,  5.90911849e+00
 nan,  6.19745846e+00,  nan,  5.86582569e+00
 nan,  6.20723363e+00,  nan,  5.82064560e+00
 nan,  6.21700880e+00,  nan,  5.77362684e+00
 nan,  6.22678397e+00,  nan,  5.72481972e+00
 nan,  6.23655914e+00,  nan,  5.67427616e+00
 nan,  6.24633431e+00,  nan,  5.62204958e+00
 nan,  6.25610948e+00,  nan,  5.56819485e+00
 nan,  6.26588465e+00,  nan,  5.51276813e+00
 nan,  6.27565982e+00,  nan,  5.45582684e+00
 nan,  6.28543500e+00,  nan,  5.39742952e+00
 nan,  6.29521017e+00,  nan,  5.33763572e+00
 nan,  6.30498534e+00,  nan,  5.27650595e+00
 nan,  6.31476051e+00,  nan,  5.21410152e+00
 nan,  6.32453568e+00,  nan,  5.15048449e+00
 nan,  6.33431085e+00,  nan,  5.08571751e+00
 nan,  6.34408602e+00,  nan,  5.01986379e+00
 nan,  6.35386119e+00,  nan,  4.95298694e+00
 nan,  6.36363636e+00,  nan,  4.88515088e+00
 nan,  6.37341153e+00,  nan,  4.81641978e+00
 nan,  6.38318671e+00,  nan,  4.74685788e+00
 nan,  6.39296188e+00,  nan,  4.67652949e+00
 nan,  6.40273705e+00,  nan,  4.60549882e+00
 nan,  6.41251222e+00,  nan,  4.53382991e+00
 nan,  6.42228739e+00,  nan,  4.46158653e+00
 nan,  6.43206256e+00,  nan,  4.38883211e+00
 nan,  6.44183773e+00,  nan,  4.31562961e+00
 nan,  6.45161290e+00,  nan,  4.24204147e+00
 nan,  6.46138807e+00,  nan,  4.16812953e+00
 nan,  6.47116325e+00,  nan,  4.09395488e+00
 nan,  6.48093842e+00,  nan,  4.01957788e+00
 nan,  6.49071359e+00,  nan,  3.94505800e+00
 nan,  6.50048876e+00,  nan,  3.87045379e+00
 nan,  6.51026393e+00,  nan,  3.79582281e+00
 nan,  6.52003910e+00,  nan,  3.72122154e+00
 nan,  6.52981427e+00,  nan,  3.64670531e+00
 nan,  6.53958944e+00,  nan,  3.57232829e+00
 nan,  6.54936461e+00,  nan,  3.49814338e+00
 nan,  6.55913978e+00,  nan,  3.42420218e+00
 nan,  6.56891496e+00,  nan,  3.35055492e+00
 nan,  6.57869013e+00,  nan,  3.27725046e+00
 nan,  6.58846530e+00,  nan,  3.20433620e+00
 nan,  6.59824047e+00,  nan,  3.13185803e+00
 nan,  6.60801564e+00,  nan,  3.05986037e+00
 nan,  6.61779081e+00,  nan,  2.98838604e+00
 nan,  6.62756598e+00,  nan,  2.91747632e+00
 nan,  6.63734115e+00,  nan,  2.84717086e+00
 nan,  6.64711632e+00,  nan,  2.77750769e+00
 nan,  6.65689150e+00,  nan,  2.70852320e+00
 nan,  6.66666667e+00,  nan,  2.64025211e+00
 nan,  6.67644184e+00,  nan,  2.57272750e+00
 nan,  6.68621701e+00,  nan,  2.50598073e+00
 nan,  6.69599218e+00,  nan,  2.44004151e+00
 nan,  6.70576735e+00,  nan,  2.37493787e+00
 nan,  6.71554252e+00,  nan,  2.31069615e+00
 nan,  6.72531769e+00,  nan,  2.24734102e+00
 nan,  6.73509286e+00,  nan,  2.18489548e+00
 nan,  6.74486804e+00,  nan,  2.12338088e+00
 nan,  6.75464321e+00,  nan,  2.06281694e+00
 nan,  6.76441838e+00,  nan,  2.00322174e+00
 nan,  6.77419355e+00,  nan,  1.94461178e+00
 nan,  6.78396872e+00,  nan,  1.88700194e+00
 nan,  6.79374389e+00,  nan,  1.83040558e+00
 nan,  6.80351906e+00,  nan,  1.77483452e+00
 nan,  6.81329423e+00,  nan,  1.72029906e+00
 nan,  6.82306940e+00,  nan,  1.66680804e+00
 nan,  6.83284457e+00,  nan,  1.61436885e+00
 nan,  6.84261975e+00,  nan,  1.56298750e+00
 nan,  6.85239492e+00,  nan,  1.51266858e+00
 nan,  6.86217009e+00,  nan,  1.46341540e+00
 nan,  6.87194526e+00,  nan,  1.41522992e+00
 nan,  6.88172043e+00,  nan,  1.36811289e+00
 nan,  6.89149560e+00,  nan,  1.32206381e+00
 nan,  6.90127077e+00,  nan,  1.27708102e+00
 nan,  6.91104594e+00,  nan,  1.23316171e+00
 nan,  6.92082111e+00,  nan,  1.19030200e+00
 nan,  6.93059629e+00,  nan,  1.14849694e+00
 nan,  6.94037146e+00,  nan,  1.10774060e+00
 nan,  6.95014663e+00,  nan,  1.06802607e+00
 nan,  6.95992180e+00,  nan,  1.02934553e+00
 nan,  6.96969697e+00,  nan,  9.91690294e-01
 nan,  6.97947214e+00,  nan,  9.55050842e-01
 nan,  6.98924731e+00,  nan,  9.19416875e-01
 nan,  6.99902248e+00,  nan,  8.84777356e-01
 nan,  7.00879765e+00,  nan,  8.51120552e-01
 nan,  7.01857283e+00,  nan,  8.18434080e-01
 nan,  7.02834800e+00,  nan,  7.86704951e-01
 nan,  7.03812317e+00,  nan,  7.55919608e-01
 nan,  7.04789834e+00,  nan,  7.26063973e-01
 nan,  7.05767351e+00,  nan,  6.97123486e-01
 nan,  7.06744868e+00,  nan,  6.69083147e-01
 nan,  7.07722385e+00,  nan,  6.41927553e-01
 nan,  7.08699902e+00,  nan,  6.15640940e-01
 nan,  7.09677419e+00,  nan,  5.90207220e-01
 nan,  7.10654936e+00,  nan,  5.65610018e-01
 nan,  7.11632454e+00,  nan,  5.41832708e-01
 nan,  7.12609971e+00,  nan,  5.18858448e-01
 nan,  7.13587488e+00,  nan,  4.96670215e-01
 nan,  7.14565005e+00,  nan,  4.75250837e-01
 nan,  7.15542522e+00,  nan,  4.54583025e-01
 nan,  7.16520039e+00,  nan,  4.34649403e-01
 nan,  7.17497556e+00,  nan,  4.15432539e-01
 nan,  7.18475073e+00,  nan,  3.96914973e-01
 nan,  7.19452590e+00,  nan,  3.79079243e-01
 nan,  7.20430108e+00,  nan,  3.61907911e-01
 nan,  7.21407625e+00,  nan,  3.45383589e-01
 nan,  7.22385142e+00,  nan,  3.29488962e-01
 nan,  7.23362659e+00,  nan,  3.14206808e-01
 nan,  7.24340176e+00,  nan,  2.99520024e-01
 nan,  7.25317693e+00,  nan,  2.85411641e-01
 nan,  7.26295210e+00,  nan,  2.71864845e-01
 nan,  7.27272727e+00,  nan,  2.58862995e-01
 nan,  7.28250244e+00,  nan,  2.46389639e-01
 nan,  7.29227761e+00,  nan,  2.34428528e-01
 nan,  7.30205279e+00,  nan,  2.22963632e-01
 nan,  7.31182796e+00,  nan,  2.11979151e-01
 nan,  7.32160313e+00,  nan,  2.01459530e-01
 nan,  7.33137830e+00,  nan,  1.91389467e-01
 nan,  7.34115347e+00,  nan,  1.81753926e-01
 nan,  7.35092864e+00,  nan,  1.72538143e-01
 nan,  7.36070381e+00,  nan,  1.63727634e-01
 nan,  7.37047898e+00,  nan,  1.55308206e-01
 nan,  7.38025415e+00,  nan,  1.47265959e-01
 nan,  7.39002933e+00,  nan,  1.39587293e-01
 nan,  7.39980450e+00,  nan,  1.32258913e-01
 nan,  7.40957967e+00,  nan,  1.25267833e-01
 nan,  7.41935484e+00,  nan,  1.18601377e-01
 nan,  7.42913001e+00,  nan,  1.12247182e-01
 nan,  7.43890518e+00,  nan,  1.06193200e-01
 nan,  7.44868035e+00,  nan,  1.00427702e-01
 nan,  7.45845552e+00,  nan,  9.49392698e-02
 nan,  7.46823069e+00,  nan,  8.97168053e-02
 nan,  7.47800587e+00,  nan,  8.47495233e-02
 nan,  7.48778104e+00,  nan,  8.00269521e-02
 nan,  7.49755621e+00,  nan,  7.55389318e-02
 nan,  7.50733138e+00,  nan,  7.12756114e-02
 nan,  7.51710655e+00,  nan,  6.72274461e-02
 nan,  7.52688172e+00,  nan,  6.33851941e-02
 nan,  7.53665689e+00,  nan,  5.97399130e-02
 nan,  7.54643206e+00,  nan,  5.62829558e-02
 nan,  7.55620723e+00,  nan,  5.30059665e-02
 nan,  7.56598240e+00,  nan,  4.99008758e-02
 nan,  7.57575758e+00,  nan,  4.69598961e-02
 nan,  7.58553275e+00,  nan,  4.41755166e-02
 nan,  7.59530792e+00,  nan,  4.15404978e-02
 nan,  7.60508309e+00,  nan,  3.90478661e-02
 nan,  7.61485826e+00,  nan,  3.66909084e-02
 nan,  7.62463343e+00,  nan,  3.44631661e-02
 nan,  7.63440860e+00,  nan,  3.23584292e-02
 nan,  7.64418377e+00,  nan,  3.03707305e-02
 nan,  7.65395894e+00,  nan,  2.84943396e-02
 nan,  7.66373412e+00,  nan,  2.67237563e-02
 nan,  7.67350929e+00,  nan,  2.50537050e-02
 nan,  7.68328446e+00,  nan,  2.34791282e-02
 nan,  7.69305963e+00,  nan,  2.19951801e-02
 nan,  7.70283480e+00,  nan,  2.05972210e-02
 nan,  7.71260997e+00,  nan,  1.92808104e-02
 nan,  7.72238514e+00,  nan,  1.80417013e-02
 nan,  7.73216031e+00,  nan,  1.68758340e-02
 nan,  7.74193548e+00,  nan,  1.57793296e-02
 nan,  7.75171065e+00,  nan,  1.47484847e-02
 nan,  7.76148583e+00,  nan,  1.37797649e-02
 nan,  7.77126100e+00,  nan,  1.28697989e-02
 nan,  7.78103617e+00,  nan,  1.20153732e-02
 nan,  7.79081134e+00,  nan,  1.12134259e-02
 nan,  7.80058651e+00,  nan,  1.04610414e-02
 nan,  7.81036168e+00,  nan,  9.75544471e-03
 nan,  7.82013685e+00,  nan,  9.09399631e-03
 nan,  7.82991202e+00,  nan,  8.47418665e-03
 nan,  7.83968719e+00,  nan,  7.89363111e-03
 nan,  7.84946237e+00,  nan,  7.35006497e-03
 nan,  7.85923754e+00,  nan,  6.84133849e-03
 nan,  7.86901271e+00,  nan,  6.36541216e-03
 nan,  7.87878788e+00,  nan,  5.92035201e-03
 nan,  7.88856305e+00,  nan,  5.50432514e-03
 nan,  7.89833822e+00,  nan,  5.11559529e-03
 nan,  7.90811339e+00,  nan,  4.75251863e-03
 nan,  7.91788856e+00,  nan,  4.41353959e-03
 nan,  7.92766373e+00,  nan,  4.09718690e-03
 nan,  7.93743891e+00,  nan,  3.80206970e-03
 nan,  7.94721408e+00,  nan,  3.52687382e-03
 nan,  7.95698925e+00,  nan,  3.27035817e-03
 nan,  7.96676442e+00,  nan,  3.03135128e-03
 nan,  7.97653959e+00,  nan,  2.80874792e-03
 nan,  7.98631476e+00,  nan,  2.60150587e-03
 nan,  7.99608993e+00,  nan,  2.40864284e-03
 nan,  8.00586510e+00,  nan,  2.22923346e-03
 nan,  8.01564027e+00,  nan,  2.06240640e-03
 nan,  8.02541544e+00,  nan,  1.90734166e-03
 nan,  8.03519062e+00,  nan,  1.76326785e-03
 nan,  8.04496579e+00,  nan,  1.62945974e-03
 nan,  8.05474096e+00,  nan,  1.50523576e-03
 nan,  8.06451613e+00,  nan,  1.38995574e-03
 nan,  8.07429130e+00,  nan,  1.28301864e-03
 nan,  8.08406647e+00,  nan,  1.18386044e-03
 nan,  8.09384164e+00,  nan,  1.09195214e-03
 nan,  8.10361681e+00,  nan,  1.00679777e-03
 nan,  8.11339198e+00,  nan,  9.27932613e-04
 nan,  8.12316716e+00,  nan,  8.54921385e-04
 nan,  8.13294233e+00,  nan,  7.87356601e-04
 nan,  8.14271750e+00,  nan,  7.24856962e-04
 nan,  8.15249267e+00,  nan,  6.67065847e-04
 nan,  8.16226784e+00,  nan,  6.13649870e-04
 nan,  8.17204301e+00,  nan,  5.64297514e-04
 nan,  8.18181818e+00,  nan,  5.18717832e-04
 nan,  8.19159335e+00,  nan,  4.76639212e-04
 nan,  8.20136852e+00,  nan,  4.37808216e-04
 nan,  8.21114370e+00,  nan,  4.01988470e-04
 nan,  8.22091887e+00,  nan,  3.68959618e-04
 nan,  8.23069404e+00,  nan,  3.38516331e-04
 nan,  8.24046921e+00,  nan,  3.10467370e-04
 nan,  8.25024438e+00,  nan,  2.84634705e-04
 nan,  8.26001955e+00,  nan,  2.60852672e-04
 nan,  8.26979472e+00,  nan,  2.38967190e-04
 nan,  8.27956989e+00,  nan,  2.18835015e-04
 nan,  8.28934506e+00,  nan,  2.00323039e-04
 nan,  8.29912023e+00,  nan,  1.83307628e-04
 nan,  8.30889541e+00,  nan,  1.67673999e-04
 nan,  8.31867058e+00,  nan,  1.53315640e-04
 nan,  8.32844575e+00,  nan,  1.40133750e-04
 nan,  8.33822092e+00,  nan,  1.28036732e-04
 nan,  8.34799609e+00,  nan,  1.16939697e-04
 nan,  8.35777126e+00,  nan,  1.06764016e-04
 nan,  8.36754643e+00,  nan,  9.74368834e-05
 nan,  8.37732160e+00,  nan,  8.88909236e-05
 nan,  8.38709677e+00,  nan,  8.10638082e-05
 nan,  8.39687195e+00,  nan,  7.38979066e-05
 nan,  8.40664712e+00,  nan,  6.73399545e-05
 nan,  8.41642229e+00,  nan,  6.13407457e-05
 nan,  8.42619746e+00,  nan,  5.58548428e-05
 nan,  8.43597263e+00,  nan,  5.08403072e-05
 nan,  8.44574780e+00,  nan,  4.62584469e-05
 nan,  8.45552297e+00,  nan,  4.20735812e-05
 nan,  8.46529814e+00,  nan,  3.82528203e-05
 nan,  8.47507331e+00,  nan,  3.47658612e-05
 nan,  8.48484848e+00,  nan,  3.15847957e-05
 nan,  8.49462366e+00,  nan,  2.86839332e-05
 nan,  8.50439883e+00,  nan,  2.60396344e-05
 nan,  8.51417400e+00,  nan,  2.36301573e-05
 nan,  8.52394917e+00,  nan,  2.14355135e-05
 nan,  8.53372434e+00,  nan,  1.94373350e-05
 nan,  8.54349951e+00,  nan,  1.76187502e-05
 nan,  8.55327468e+00,  nan,  1.59642686e-05
 nan,  8.56304985e+00,  nan,  1.44596741e-05
 nan,  8.57282502e+00,  nan,  1.30919257e-05
 nan,  8.58260020e+00,  nan,  1.18490658e-05
 nan,  8.59237537e+00,  nan,  1.07201346e-05
 nan,  8.60215054e+00,  nan,  9.69509154e-06
 nan,  8.61192571e+00,  nan,  8.76474208e-06
 nan,  8.62170088e+00,  nan,  7.92066994e-06
 nan,  8.63147605e+00,  nan,  7.15517471e-06
 nan,  8.64125122e+00,  nan,  6.46121389e-06
 nan,  8.65102639e+00,  nan,  5.83234953e-06
 nan,  8.66080156e+00,  nan,  5.26269884e-06
 nan,  8.67057674e+00,  nan,  4.74688863e-06
 nan,  8.68035191e+00,  nan,  4.28001328e-06
 nan,  8.69012708e+00,  nan,  3.85759598e-06
 nan,  8.69990225e+00,  nan,  3.47555299e-06
 nan,  8.70967742e+00,  nan,  3.13016072e-06
 nan,  8.71945259e+00,  nan,  2.81802545e-06
 nan,  8.72922776e+00,  nan,  2.53605538e-06
 nan,  8.73900293e+00,  nan,  2.28143503e-06
 nan,  8.74877810e+00,  nan,  2.05160159e-06
 nan,  8.75855327e+00,  nan,  1.84422328e-06
 nan,  8.76832845e+00,  nan,  1.65717938e-06
 nan,  8.77810362e+00,  nan,  1.48854200e-06
 nan,  8.78787879e+00,  nan,  1.33655924e-06
 nan,  8.79765396e+00,  nan,  1.19963985e-06
 nan,  8.80742913e+00,  nan,  1.07633907e-06
 nan,  8.81720430e+00,  nan,  9.65345714e-07
 nan,  8.82697947e+00,  nan,  8.65470347e-07
 nan,  8.83675464e+00,  nan,  7.75634399e-07
 nan,  8.84652981e+00,  nan,  6.94860269e-07
 nan,  8.85630499e+00,  nan,  6.22262241e-07
 nan,  8.86608016e+00,  nan,  5.57038185e-07
 nan,  8.87585533e+00,  nan,  4.98461976e-07
 nan,  8.88563050e+00,  nan,  4.45876571e-07
 nan,  8.89540567e+00,  nan,  3.98687684e-07
 nan,  8.90518084e+00,  nan,  3.56358020e-07
 nan,  8.91495601e+00,  nan,  3.18402012e-07
 nan,  8.92473118e+00,  nan,  2.84381028e-07
 nan,  8.93450635e+00,  nan,  2.53898997e-07
 nan,  8.94428152e+00,  nan,  2.26598433e-07
 nan,  8.95405670e+00,  nan,  2.02156806e-07
 nan,  8.96383187e+00,  nan,  1.80283251e-07
 nan,  8.97360704e+00,  nan,  1.60715568e-07
 nan,  8.98338221e+00,  nan,  1.43217491e-07
 nan,  8.99315738e+00,  nan,  1.27576219e-07
 nan,  9.00293255e+00,  nan,  1.13600159e-07
 nan,  9.01270772e+00,  nan,  1.01116890e-07
 nan,  9.02248289e+00,  nan,  8.99713042e-08
 nan,  9.03225806e+00,  nan,  8.00239305e-08
 nan,  9.04203324e+00,  nan,  7.11494080e-08
 nan,  9.05180841e+00,  nan,  6.32351064e-08
 nan,  9.06158358e+00,  nan,  5.61798746e-08
 nan,  9.07135875e+00,  nan,  4.98929091e-08
 nan,  9.08113392e+00,  nan,  4.42927289e-08
 nan,  9.09090909e+00,  nan,  3.93062488e-08
 nan,  9.10068426e+00,  nan,  3.48679416e-08
 nan,  9.11045943e+00,  nan,  3.09190805e-08
 nan,  9.12023460e+00,  nan,  2.74070556e-08
 nan,  9.13000978e+00,  nan,  2.42847557e-08
 nan,  9.13978495e+00,  nan,  2.15100118e-08
 nan,  9.14956012e+00,  nan,  1.90450935e-08
 nan,  9.15933529e+00,  nan,  1.68562559e-08
 nan,  9.16911046e+00,  nan,  1.49133316e-08
 nan,  9.17888563e+00,  nan,  1.31893619e-08
 nan,  9.18866080e+00,  nan,  1.16602656e-08
 nan,  9.19843597e+00,  nan,  1.03045409e-08
 nan,  9.20821114e+00,  nan,  9.10299713e-09
 nan,  9.21798631e+00,  nan,  8.03851290e-09
 nan,  9.22776149e+00,  nan,  7.09581966e-09
 nan,  9.23753666e+00,  nan,  6.26130667e-09
 nan,  9.24731183e+00,  nan,  5.52284597e-09
 nan,  9.25708700e+00,  nan,  4.86963530e-09
 nan,  9.26686217e+00,  nan,  4.29205711e-09
 nan,  9.27663734e+00,  nan,  3.78155218e-09
 nan,  9.28641251e+00,  nan,  3.33050624e-09
 nan,  9.29618768e+00,  nan,  2.93214846e-09
 nan,  9.30596285e+00,  nan,  2.58046047e-09
 nan,  9.31573803e+00,  nan,  2.27009490e-09
